group,device,fwVer,sessions,hung_est,days_with_records_of_7,rsrp_med,meterVal_first,meterVal_last,usage_7d_gal
Stevens Park MHC,Device 70263874,,0,0,,,,,
Stevens Park MHC,Device 72387614,,0,0,,,,,
Stevens Park MHC,Device 72387697,,0,0,,,,,
Stevens Park MHC,Device 72384033,,0,0,,,,,
Stevens Park MHC,Device 72386970,,0,0,,,,,
Stevens Park MHC,Device 72391160,,0,0,,,,,
Stevens Park MHC,Device 72380783,,0,0,,,,,
Stevens Park MHC,Device 72379710,,0,0,,,,,
Stevens Park MHC,Device 77036616,,0,0,,,,,
Stevens Park MHC,Device 77054502,,0,0,,,,,
Stevens Park MHC,Device 77036624,,0,0,,,,,
Stevens Park MHC,Device 77036673,,0,0,,,,,
Stevens Park MHC,Device 77054585,,0,0,,,,,
Stevens Park MHC,Device 65825351,,0,0,,,,,
Lake Road Village RV Park-Cust,Device 72381195,362,9,0,7,-92.0,28668.006,29180.762,512.7559999999976
Lake Road Village RV Park-Cust,Device 72387721,362,9,0,6,-98.0,103025.328,103137.586,112.25800000000163
Lake Road Village RV Park-Cust,Device 72384728,362,12,0,7,-114.0,55878.734,56129.141,250.40700000000652
Lake Road Village RV Park-Cust,Device 72386996,17040,7,0,0,-102.0,284867.906,284867.906,0.0
Lake Road Village RV Park-Cust,Device 70260300,16022,7,0,7,-106.0,5510.352,5697.186,186.83399999999983
Lake Road Village RV Park-Cust,Device 72380221,16131,7,0,3,-109.0,5380.23,5743.035,362.8050000000003
Lake Road Village RV Park-Cust,Device 72387887,362,11,0,7,-102.0,3428.732,3494.97,66.23799999999983
Lake Road Village RV Park-Cust,Device 72379892,362,12,0,6,-101.0,36594.426,37190.156,595.7300000000032
Lake Road Village RV Park-Cust,Device 72384157,16193,7,0,6,-102.0,13657.248,14133.139,475.8909999999996
Lake Road Village RV Park-Cust,Device 70266539,362,9,0,7,-100.0,17370.543,17768.953,398.40999999999985
Lake Road Village RV Park-Cust,Device 70266190,362,10,0,7,-96.0,23177.211,23843.771,666.5600000000013
Lake Road Village RV Park-Cust,Device 70262520,362,8,0,7,-108.0,83199.695,83437.711,238.0159999999887
Lake Road Village RV Park-Cust,Device 70260458,362,7,0,7,-91.0,12389.867,12602.413,212.54600000000028
Sara Drive MHP,Device 65825963,16131,7,0,7,-110.0,36787.898,37675.066,887.1679999999978
Sara Drive MHP,Device 72389917,16131,7,0,7,-105.0,142974.0,143572.609,598.6089999999967
Sara Drive MHP,Device 70261688,362,10,0,7,-103.0,27473.535,27949.637,476.10199999999895
Sara Drive MHP,Device 70265283,362,9,0,7,-110.0,11547.18,11868.007,320.8269999999993
Sara Drive MHP,Device 70271133,362,11,0,7,-102.0,42849.895,43699.766,849.8710000000065
Sara Drive MHP,Device 77053876,362,14,0,7,-105.0,238355.563,238994.406,638.8429999999935
Sara Drive MHP,Device 77036905,362,13,0,6,-118.0,11292.559,11413.153,120.59400000000096
Sara Drive MHP,Device 77060855,362,13,0,4,-118.0,119649.82,120978.422,1328.601999999999
Sara Drive MHP,Device 77058263,362,11,0,7,-99.0,14511.558,14747.18,235.6219999999994
Sara Drive MHP,Device 65824719,362,14,0,7,-115.0,32535.844,33228.789,692.9449999999961
Sara Drive MHP,Device 77058750,362,13,0,7,-106.0,37536.863,38470.629,933.7660000000033
Sara Drive MHP,Device 77057323,362,12,0,7,-115.0,68466.469,69814.219,1347.75
Sara Drive MHP,Device 77057687,362,8,0,7,-104.0,7903.486,8026.321,122.83500000000004
Sara Drive MHP,Device 65826920,362,14,0,7,-108.0,123312.094,124860.961,1548.8669999999984
Sara Drive MHP,Device 65824560,362,10,0,6,-106.0,43210.117,44083.613,873.4959999999992
Sara Drive MHP,Device 65830617,362,11,0,7,-113.0,7740.86,7850.776,109.91600000000017
Sara Drive MHP,Device 65826649,,0,0,,,,,
Sara Drive MHP,Device 65825880,362,10,0,7,-107.0,23083.396,23639.033,555.6369999999988
Sara Drive MHP,Device 65829130,362,11,0,7,-110.0,48067.711,49128.492,1060.7809999999954
Sara Drive MHP,Device 65823042,362,8,0,7,-109.0,13450.706,13689.672,238.96600000000035
Sara Drive MHP,Device 65828611,,0,0,,,,,
Sara Drive MHP,Device 65827035,362,10,0,7,-101.0,156153.219,158126.938,1973.7189999999828
Sara Drive MHP,Device 65829601,,0,0,,,,,
Sara Drive MHP,Device 65827555,362,12,0,6,-112.0,35521.648,36256.125,734.476999999999
Sara Drive MHP,Device 65829924,362,14,0,7,-116.0,26864.955,27761.273,896.3179999999993
Sara Drive MHP,Device 65824578,,0,0,,,,,
Sara Drive MHP,Device 65826581,362,11,0,7,-101.0,24273.779,24731.508,457.729000000003
Sara Drive MHP,Device 65827852,362,8,0,6,-103.0,13219.331,13395.291,175.95999999999913
Sara Drive MHP,Device 65822481,362,13,0,7,-109.0,59067.723,60230.5,1162.7770000000019
Sara Drive MHP,Device 65831490,362,10,0,7,-109.0,58200.789,58828.863,628.0740000000005
Sara Drive MHP,Device 65822457,362,9,0,7,-110.0,16444.998,16736.711,291.71299999999974
Sara Drive MHP,Device 65831987,16022,7,0,7,-106.0,42998.016,43974.375,976.3589999999967
Sara Drive MHP,Device 65827076,362,12,0,7,-115.0,42038.93,43037.348,998.4179999999978
Sara Drive MHP,Device 65823521,362,13,0,7,-108.0,14274.729,14567.472,292.7430000000004
Sara Drive MHP,Device 65825252,362,12,0,7,-111.0,46402.066,47401.125,999.0590000000011
Sara Drive MHP,Device 65827803,362,13,0,7,-119.0,41107.418,42011.902,904.484000000004
Sara Drive MHP,Device 65822440,362,9,0,5,-111.0,35872.762,38627.504,2754.7419999999984
Sara Drive MHP,Device 65826268,362,13,0,7,-118.0,16957.156,17137.371,180.21500000000015
Sara Drive MHP,Device 68584349,17037,8,0,7,-104.0,59620.793,60957.586,1336.7930000000051
Sara Drive MHP,Device 65822200,362,12,0,6,-120.0,45180.418,45894.777,714.359000000004
Sara Drive MHP,Device 65823430,362,10,0,6,-112.0,25724.07,26218.551,494.48099999999977
Sara Drive MHP,Device 65822283,362,12,0,7,-112.0,57201.633,58320.887,1119.2540000000008
Sara Drive MHP,Device 65831417,362,12,0,7,-120.0,29534.406,30484.469,950.0630000000019
Cedarbrook Estates MHC,Device 75371045,16185,7,0,0,-101.0,0.0,0.0,0.0
Cedarbrook Estates MHC,Device 79461651,16185,7,0,7,-92.0,343.635,350.731,7.096000000000004
Cedarbrook Estates MHC,Device 79460570,16185,7,0,7,-98.0,6473.627,6865.985,392.35799999999927
Woodland Heights MHC,Device 79457899,17037,12,2,7,-79.0,0.0,0.527,0.527
Woodland Heights MHC,Device 79466833,17037,11,1,7,-80.0,0.0,309.601,309.601
Woodland Heights MHC,Device 79456693,17037,9,1,6,-78.0,0.0,264.617,264.617
Woodland Heights MHC,Device 79456321,17037,9,0,7,-108.0,0.0,4.92,4.92
Woodland Heights MHC,Device 79458665,17037,11,0,0,-105.0,0.0,0.0,0.0
Woodland Heights MHC,Device 79457600,17042,151,0,0,-79.0,0.0,0.0,0.0
Woodland Heights MHC,Device 79453542,17037,10,1,7,-88.0,0.0,544.405,544.405
Woodland Heights MHC,Device 79467872,17037,10,1,7,-79.0,0.0,231.56,231.56
Woodland Heights MHC,Device 79466726,17037,8,0,5,-79.0,0.0,12.051,12.051
Woodland Heights MHC,Device 79456248,17037,7,0,7,-75.0,135.406,394.212,258.806
Woodland Heights MHC,Device 79460273,17037,9,1,7,-110.0,2.499,87.233,84.73400000000001
Woodland Heights MHC,Device 79457154,17037,11,2,7,-91.0,51.0,1142.291,1091.291
Woodland Heights MHC,Device 79466882,17037,5,0,6,-106.0,184.823,379.528,194.705
Woodland Heights MHC,Device 79459614,17037,7,0,7,-76.0,29.234,347.338,318.10400000000004
Woodland Heights MHC,Device 79457352,17037,7,0,6,-79.0,0.393,6.094,5.7010000000000005
Woodland Heights MHC,Device 79461263,17037,7,0,7,-91.0,19.147,713.543,694.396
Woodland Heights MHC,Device 79455455,17037,7,0,6,-76.0,5.265,20.856,15.591000000000001
Woodland Heights MHC,Device 79467864,17037,7,0,7,-107.0,214.672,624.62,409.948
Woodland Heights MHC,Device 79458475,17037,9,0,7,-121.0,2859.859,7387.979,4528.120000000001
Woodland Heights MHC,Device 79459960,17037,9,0,7,-106.0,0.0,595.723,595.723
Woodland Heights MHC,Device 79461842,17037,8,1,0,-122.0,0.617,0.617,0.0
Woodland Heights MHC,Device 79459028,17037,7,0,2,-116.0,69.908,424.871,354.96299999999997
Woodland Heights MHC,Device 79468052,17037,7,0,7,-98.0,121.618,560.953,439.335
Woodland Heights MHC,Device 79467658,17037,7,0,7,-106.0,21.177,143.709,122.53200000000001
Woodland Heights MHC,Device 79459101,17037,7,0,7,-119.0,62.479,205.161,142.68200000000002
Woodland Heights MHC,Device 79467963,17037,7,0,7,-100.0,95.228,257.521,162.293
Woodland Heights MHC,Device 79458848,17037,11,0,7,-105.0,271.557,1606.133,1334.576
Woodland Heights MHC,Device 79465355,17037,7,0,7,-112.0,1.122,2.186,1.0639999999999998
Woodland Heights MHC,Device 79453617,17037,7,0,7,-111.0,131.556,481.101,349.54499999999996
Woodland Heights MHC,Device 79464937,17037,7,0,7,-85.0,120.3,938.073,817.773
Woodland Heights MHC,Device 79464309,17037,9,0,6,-101.0,935.222,1702.496,767.2740000000001
Woodland Heights MHC,Device 79454235,17037,7,0,7,-111.0,87.492,229.208,141.716
Woodland Heights MHC,Device 79454086,17037,4,0,5,-84.0,209.544,436.779,227.23499999999999
Woodland Heights MHC,Device 79453872,17037,7,0,4,-103.0,12.466,26.19,13.724000000000002
Woodland Heights MHC,Device 79458905,17037,7,0,7,-109.0,153.24,397.884,244.644
Woodland Heights MHC,Device 79464770,17037,7,0,7,-104.0,121.59,401.22,279.63
Woodland Heights MHC,Device 79464705,17037,6,0,7,-113.0,104.086,261.606,157.51999999999998
Woodland Heights MHC,Device 79463673,17037,10,0,6,-101.0,337.633,1013.097,675.4639999999999
Woodland Heights MHC,Device 79458798,17037,7,0,7,-105.0,151.588,506.984,355.39599999999996
Woodland Heights MHC,Device 79454771,17037,7,0,7,-87.0,379.789,1068.274,688.4849999999999
Woodland Heights MHC,Device 79459440,17037,8,0,0,-99.0,0.0,0.0,0.0
Woodland Heights MHC,Device 79463616,17037,4,0,4,-89.0,53.557,720.796,667.239
Woodland Heights MHC,Device 75487346,17037,7,0,6,-74.0,17.338,284.666,267.328
Woodland Heights MHC,Device 79457493,17037,7,0,1,-77.0,0.142,0.157,0.015000000000000013
Woodland Heights MHC,Device 79463798,17037,7,0,0,-86.0,1715.063,1715.063,0.0
Woodland Heights MHC,Device 79463707,17037,7,0,0,-86.0,0.211,0.211,0.0
Woodland Heights MHC,Device 79465629,17037,8,0,7,-82.0,0.0,360.384,360.384
Woodland Heights MHC,Device 79458830,17037,8,0,7,-82.0,222.564,536.513,313.94900000000007
Woodland Heights MHC,Device 75468478,17037,7,0,7,-85.0,73.0,354.715,281.715
Woodland Heights MHC,Device 79463756,17037,10,1,7,-79.0,0.0,387.202,387.202
Woodland Heights MHC,Device 75495539,17037,7,0,7,-86.0,29.182,94.675,65.493
Woodland Heights MHC,Device 75500429,17037,16,0,7,-78.0,460.738,13004.851,12544.113000000001
Woodland Heights MHC,Device 75465391,17037,7,0,7,-95.0,5.074,19.237,14.162999999999998
Woodland Heights MHC,Device 79453492,17037,7,0,7,-85.0,73.521,649.502,575.981
Woodland Heights MHC,Device 79459622,17037,7,0,7,-95.0,10.596,69.302,58.706
Woodland Heights MHC,Device 79457592,17037,8,1,7,-77.0,1953.0,2263.912,310.9119999999998
Woodland Heights MHC,Device 79455844,17037,9,0,7,-85.0,0.0,1539.391,1539.391
Woodland Heights MHC,Device 79464234,17037,10,2,5,-83.0,0.0,510.744,510.744
Woodland Heights MHC,Device 79467708,17037,12,0,7,-126.0,255.642,2258.722,2003.0800000000002
Woodland Heights MHC,Device 79456537,17037,7,0,7,-94.0,19.951,91.935,71.98400000000001
Woodland Heights MHC,Device 79462410,17037,7,0,0,-82.0,0.233,0.233,0.0
Woodland Heights MHC,Device 79453823,17037,8,1,1,-77.0,0.0,0.237,0.237
Woodland Heights MHC,Device 75370575,17037,8,0,7,-87.0,0.367,534.583,534.216
Woodland Heights MHC,Device 72389396,17037,7,0,7,-78.0,45.047,255.723,210.67600000000002
Round Lake MHP,Device 75374239,15154,9,0,7,-106.0,71706.836,78005.453,6298.616999999998
Round Lake MHP,Device 75364818,15154,7,0,7,-110.0,30217.627,30508.242,290.61499999999796
Round Lake MHP,Device 75360808,15154,7,0,7,-109.0,250042.688,250365.625,322.93700000000536
Round Lake MHP,Device 75374064,15154,10,0,7,-113.0,91003.68,94141.133,3137.4530000000086
Round Lake MHP,Device 75367340,15154,16,0,7,-115.0,45043.199,45043.199,0.0
Round Lake MHP,Device 72719372,15154,8,0,7,-110.0,58770.672,59744.645,973.9729999999981
Round Lake MHP,Device 75371748,15154,9,0,7,-102.0,55210.621,57976.844,2766.222999999998
Round Lake MHP,Device 75372902,15154,7,0,7,-98.0,10437.76,10692.392,254.6319999999996
Round Lake MHP,Device 75369940,15154,9,0,7,-104.0,28660.012,31994.754,3334.742000000002
Round Lake MHP,Device 75374957,17037,7,0,0,-113.0,14128.189,14128.189,0.0
Round Lake MHP,Device 72723796,15154,6,0,7,-109.0,7711.485,7971.038,259.5529999999999
Round Lake MHP,Device 75362077,15154,6,0,6,-104.0,12821.884,13100.132,278.2479999999996
Round Lake MHP,Device 75361517,15154,6,0,7,-105.0,21870.264,22485.102,614.8379999999997
Round Lake MHP,Device 72723242,15154,14,0,7,-118.0,109217.453,124579.008,15361.555000000008
Round Lake MHP,Device 72723374,15154,8,0,7,-105.0,43723.113,44628.609,905.4959999999992
Round Lake MHP,Device 75371052,15154,7,0,7,-113.0,77447.133,77819.813,372.679999999993
Round Lake MHP,Device 72723770,15154,8,0,7,-108.0,77694.867,79857.906,2163.0390000000043
Round Lake MHP,Device 75360493,15154,6,0,0,-115.0,57285.801,57285.801,0.0
Round Lake MHP,Device 72723606,15154,6,0,6,-105.0,16552.289,16936.176,383.8869999999988
Round Lake MHP,Device 75363760,15154,6,0,6,-112.0,17430.375,18195.744,765.3689999999988
Round Lake MHP,Device 75367191,15154,6,0,6,-113.0,60457.129,60754.508,297.3790000000008
Round Lake MHP,Device 75367787,15154,7,0,6,-117.0,88163.414,88701.078,537.6639999999898
Round Lake MHP,Device 75366649,15154,7,0,7,-111.0,7400.977,7829.686,428.70899999999983
Round Lake MHP,Device 75373496,15154,7,0,7,-122.0,108946.039,109109.008,162.96899999999732
Round Lake MHP,Device 72719836,15154,8,0,7,-110.0,16674.465,18580.533,1906.0679999999993
Round Lake MHP,Device 75372605,15154,10,0,7,-112.0,56281.68,60393.91,4112.230000000003
Round Lake MHP,Device 75363257,15154,7,0,5,-118.0,29646.947,30110.197,463.25
Round Lake MHP,Device 75373462,15154,7,0,6,-113.0,153744.859,155788.297,2043.4379999999946
Round Lake MHP,Device 75369817,15154,13,0,7,-106.0,97224.969,104284.648,7059.679000000004
Round Lake MHP,Device 72719059,15154,8,0,7,-110.0,30247.633,33000.668,2753.034999999996
Round Lake MHP,Device 75372480,15154,7,0,7,-113.0,32357.574,33281.473,923.8989999999976
Round Lake MHP,Device 75372241,15154,9,0,7,-111.0,23242.26,26531.357,3289.0970000000016
Round Lake MHP,Device 75362986,15154,8,0,6,-114.0,13373.591,14248.93,875.3389999999999
Round Lake MHP,Device 75370013,15154,7,0,7,-108.0,52899.504,53480.164,580.6599999999962
Round Lake MHP,Device 75360279,15154,10,0,0,-118.0,13920.188,14718.921,798.7330000000002
Round Lake MHP,Device 75364941,15154,7,0,7,-109.0,63724.715,64482.738,758.023000000001
Round Lake MHP,Device 75363679,15154,8,0,6,-104.0,33022.953,35806.098,2783.144999999997
Round Lake MHP,Device 75368637,15154,7,0,7,-104.0,35464.699,35823.09,358.390999999996
Round Lake MHP,Device 75369759,15154,7,0,1,-119.0,91455.719,93939.906,2484.1870000000054
Round Lake MHP,Device 75373116,15154,13,0,6,-115.0,38524.258,41386.316,2862.0579999999973
Round Lake MHP,Device 75369395,15154,8,0,6,-116.0,44427.883,46723.352,2295.4689999999973
Round Lake MHP,Device 75363935,15154,7,0,7,-115.0,32181.039,32346.535,165.49599999999919
Round Lake MHP,Device 75371961,15154,7,0,7,-107.0,32144.545,33541.574,1397.0290000000023
Round Lake MHP,Device 75372597,15154,9,0,7,-114.0,29809.504,30825.627,1016.1229999999996
Round Lake MHP,Device 75364461,15154,10,0,7,-115.0,118005.781,125448.156,7442.375
Round Lake MHP,Device 75370732,15154,18,0,7,-114.0,71131.906,76763.172,5631.266000000003
Round Lake MHP,Device 75372399,15154,10,0,6,-114.0,88673.633,92551.977,3878.3439999999973
Round Lake MHP,Device 75362218,15154,8,0,7,-106.0,85428.0,86512.375,1084.375
Round Lake MHP,Device 72723879,15154,8,0,6,-113.0,500757.344,519357.813,18600.46900000004
Round Lake MHP,Device 75363943,15154,16,0,6,-116.0,56702.43,58673.02,1970.5899999999965
Round Lake MHP,Device 75370294,15154,10,0,7,-113.0,23101.824,32285.467,9183.643
Round Lake MHP,Device 75372498,15154,7,0,7,-115.0,17550.404,18091.08,540.6760000000031
Round Lake MHP,Device 75364347,15154,6,0,6,-112.0,30385.672,30768.197,382.52500000000146
Round Lake MHP,Device 75362796,15154,7,0,6,-121.0,28300.801,30270.617,1969.815999999999
Round Lake MHP,Device 75361004,15154,10,0,7,-111.0,98526.188,105535.703,7009.514999999999
Round Lake MHP,Device 75365047,15154,8,0,7,-107.0,29112.961,30374.854,1261.893
Round Lake MHP,Device 75363604,15154,11,0,7,-110.0,80101.055,84739.57,4638.515000000014
Round Lake MHP,Device 75369619,15154,7,0,6,-114.0,105493.477,106279.25,785.773000000001
Round Lake MHP,Device 75374163,15154,9,0,7,-104.0,21093.93,22494.713,1400.7829999999994
Round Lake MHP,Device 72713797,15154,8,0,7,-111.0,37224.672,37970.035,745.3630000000048
Round Lake MHP,Device 75361343,15154,8,0,7,-108.0,73700.492,76240.039,2539.547000000006
Round Lake MHP,Device 75363893,15154,7,0,7,-114.0,53138.023,53814.785,676.7620000000024
Round Lake MHP,Device 75369957,15154,9,0,1,-119.0,4851.484,6613.771,1762.2869999999994
Shirlee's MHP,Device 79455810,17032,7,0,7,-99.0,682.029,866.26,184.231
Shirlee's MHP,Device 79464465,17032,7,0,4,-116.0,164.213,167.921,3.7079999999999984
Shirlee's MHP,Device 79455703,17032,11,0,7,-105.0,4596.568,5136.512,539.9439999999995
Shirlee's MHP,Device 75505691,17032,7,0,7,-106.0,3889.393,4827.533,938.1400000000003
Shirlee's MHP,Device 79466676,17032,4,0,0,-123.0,3544.299,3987.025,442.7260000000001
Shirlee's MHP,Device 79464424,17032,7,0,6,-107.0,975.295,1143.432,168.13700000000006
Shirlee's MHP,Device 79456016,17037,6,0,2,-110.0,1879.864,2367.036,487.172
Shirlee's MHP,Device 79455877,17032,9,0,6,-116.0,1853.199,2961.807,1108.6079999999997
Shirlee's MHP,Device 79455752,17032,7,0,7,-110.0,2171.589,2543.434,371.84500000000025
Shirlee's MHP,Device 79459473,17032,8,1,0,-113.0,1082.446,1298.807,216.3610000000001
Shirlee's MHP,Device 79467435,17032,7,0,6,-107.0,1302.85,1570.107,267.25700000000006
Shirlee's MHP,Device 79459408,17032,13,0,7,-113.0,9185.144,13971.563,4786.419
Shirlee's MHP,Device 79457097,17032,4,0,5,-115.0,428.546,500.776,72.23000000000002
Shirlee's MHP,Device 79461255,17032,6,0,5,-99.0,141.419,176.643,35.22399999999999
Shirlee's MHP,Device 79461909,17032,7,0,4,-115.0,6633.858,7167.584,533.7259999999997
Shirlee's MHP,Device 79459929,17032,7,0,7,-101.0,55.051,153.161,98.11
Southern Cross MHC,Device 75366698,362,7,0,5,-93.0,7487.922,7509.522,21.600000000000364
Southern Cross MHC,Device 72723531,362,8,0,3,-90.0,4926.774,5045.749,118.97499999999945
Southern Cross MHC,Device 75363794,362,9,0,7,-93.0,16481.471,16903.064,421.5929999999971
Southern Cross MHC,Device 75363562,16022,7,0,7,-98.0,18737.021,18927.523,190.5020000000004
Southern Cross MHC,Device 75374031,362,13,0,7,-92.0,46995.551,48419.141,1423.5900000000038
Southern Cross MHC,Device 75373843,362,13,0,7,-92.0,32751.668,33787.039,1035.3709999999955
Southern Cross MHC,Device 75367415,362,12,0,7,-97.0,46983.27,48085.754,1102.484000000004
Southern Cross MHC,Device 75373132,362,12,0,6,-90.0,19016.914,19298.957,282.04299999999785
Southern Cross MHC,Device 75372373,17040,6,0,2,-94.0,24242.0,24242.875,0.875
Southern Cross MHC,Device 75360337,16185,7,0,0,-92.0,0.245,0.245,0.0
Southern Cross MHC,Device 75363216,362,14,0,7,-94.0,32125.207,33607.59,1482.382999999998
Southern Cross MHC,Device 72722673,362,11,0,1,-104.0,30218.141,30218.141,0.0
Southern Cross MHC,Device 75373397,362,9,0,7,-96.0,20091.404,20669.471,578.0670000000027
Southern Cross MHC,Device 75361566,16185,7,0,0,-96.0,5.335,5.335,0.0
Southern Cross MHC,Device 72724141,362,10,0,7,-92.0,9310.874,9455.655,144.78100000000086
Southern Cross MHC,Device 75372001,362,9,0,5,-105.0,6442.73,6778.929,336.1990000000005
Southern Cross MHC,Device 75362416,362,12,0,7,-101.0,16502.297,16941.857,439.5600000000013
Southern Cross MHC,Device 75368801,16185,7,0,1,-88.0,10.447,10.466,0.019000000000000128
Southern Cross MHC,Device 75374866,16185,17,0,7,-98.0,51291.5,56982.848,5691.347999999998
Southern Cross MHC,Device 75366201,362,12,0,6,-99.0,13791.464,14583.35,791.8860000000004
Highlands MHC,Device 75365443,362,9,0,7,-101.0,16452.197,16818.408,366.21099999999933
Highlands MHC,Device 75374619,362,8,0,5,-92.0,113581.883,113841.508,259.625
Highlands MHC,Device 75370245,362,12,0,7,-104.0,47136.074,48512.957,1376.8830000000016
Highlands MHC,Device 75361855,16185,20,0,7,-98.0,29924.018,30898.133,974.1150000000016
Highlands MHC,Device 75373868,,0,0,,,,,
Highlands MHC,Device 75373710,17037,38,1,7,-104.0,126368.375,131023.422,4655.047000000006
Highlands MHC,Device 75364396,362,7,0,0,-85.0,7976.544,7976.544,0.0
Highlands MHC,Device 75374494,17037,26,0,7,-91.0,3913.496,6519.431,2605.9349999999995
Highlands MHC,Device 75371250,17037,28,0,7,-104.0,1244.387,1721.478,477.0910000000001
Highlands MHC,Device 75374833,362,7,0,3,-88.0,4243.542,4302.265,58.722999999999956
Highlands MHC,Device 75365617,362,12,0,6,-110.0,17832.348,18227.904,395.55599999999686
Highlands MHC,Device 75371730,362,14,0,7,-104.0,26922.104,27562.57,640.4660000000003
Highlands MHC,Device 72718978,16185,14,0,4,-105.0,53655.465,54411.773,756.3080000000045
Highlands MHC,Device 75361426,16185,50,0,7,-80.0,53970.063,55888.121,1918.0579999999973
Highlands MHC,Device 75370484,362,9,0,6,-97.0,10721.985,10772.643,50.65799999999945
Highlands MHC,Device 72719539,16185,14,0,7,-91.0,11311.078,11468.141,157.0630000000001
Highlands MHC,Device 75372761,17040,25,0,0,-90.0,33128.0,33128.0,0.0
Highlands MHC,Device 75361129,362,13,0,6,-90.0,19615.488,20086.424,470.9359999999979
Highlands MHC,Device 75371912,362,7,0,6,-85.0,20854.906,21111.604,256.6980000000003
Highlands MHC,Device 72723887,362,7,0,6,-101.0,34655.41,35487.297,831.8869999999952
Highlands MHC,Device 75366177,16185,48,0,7,-87.0,7937.433,8361.145,423.71200000000044
Highlands MHC,Device 75362820,362,10,0,5,-96.0,3246.414,3253.048,6.63399999999956
Highlands MHC,Device 75362119,362,9,0,1,-106.0,9418.044,9707.395,289.35100000000057
Highlands MHC,Device 75373272,362,9,0,6,-110.0,5476.025,5648.971,172.9459999999999
Highlands MHC,Device 75363232,16022,46,0,7,-93.0,43498.523,45114.84,1616.3169999999955
Highlands MHC,Device 75371896,362,10,0,5,-102.0,7664.427,7874.852,210.42500000000018
Highlands MHC,Device 75368587,17040,10,0,4,-94.0,61.263,170.207,108.94399999999999
Highlands MHC,Device 72718036,362,9,0,7,-97.0,63007.941,67208.344,4200.402999999998
Highlands MHC,Device 75363521,362,13,0,7,-93.0,76217.242,77859.344,1642.101999999999
Highlands MHC,Device 72719489,16185,38,0,6,-88.0,2322.114,2448.341,126.22699999999986
Highlands MHC,Device 65822887,,0,0,,,,,
Oak Forest Estate MHC,Device 75374072,17037,7,0,7,-97.0,30401.621,31343.883,942.2620000000024
Oak Forest Estate MHC,Device 75363554,17037,15,0,4,-111.0,23032.494,26724.402,3691.9079999999994
Oak Forest Estate MHC,Device 72723671,17037,7,0,7,-110.0,3327.544,3440.585,113.04100000000017
Oak Forest Estate MHC,Device 75368561,17037,7,0,0,-120.0,11303.0,11303.0,0.0
Oak Forest Estate MHC,Device 75373876,17037,6,0,2,-120.0,19967.773,20243.99,276.21700000000055
Oak Forest Estate MHC,Device 72723572,17037,7,0,7,-110.0,25327.896,26135.248,807.351999999999
Oak Forest Estate MHC,Device 72724075,17040,7,0,3,-109.0,33156.039,33865.129,709.0900000000038
Oak Forest Estate MHC,Device 75364487,17037,7,0,7,-105.0,17274.359,18026.049,751.6899999999987
Oak Forest Estate MHC,Device 75367977,17037,7,0,5,-116.0,7730.142,7915.063,184.92100000000028
Oak Forest Estate MHC,Device 75362960,17037,7,0,0,-104.0,0.959,0.959,0.0
Oak Forest Estate MHC,Device 75370054,17037,6,0,2,-116.0,23054.021,23806.068,752.0469999999987
Oak Forest Estate MHC,Device 72390659,17037,8,1,7,-111.0,39335.715,40183.395,847.6800000000003
Oak Forest Estate MHC,Device 72390733,17037,9,2,4,-109.0,49428.457,50780.191,1351.7339999999967
Oak Forest Estate MHC,Device 72389206,,0,0,,,,,
Oak Forest Estate MHC,Device 72382581,17037,7,0,7,-106.0,24439.721,25075.865,636.1440000000002
Oak Forest Estate MHC,Device 72385352,17037,7,0,5,-118.0,462107.156,462970.094,862.9379999999655
Oak Forest Estate MHC,Device 72378126,17037,7,0,7,-108.0,36142.797,36980.121,837.3240000000005
Oak Forest Estate MHC,Device 72390998,17037,7,0,6,-113.0,21103.752,21654.383,550.6310000000012
Oak Forest Estate MHC,Device 70259153,17037,7,0,7,-111.0,1794.323,2243.786,449.46299999999997
Oak Forest Estate MHC,Device 70259732,17037,7,0,7,-109.0,16422.297,16554.924,132.6270000000004
Oak Forest Estate MHC,Device 70273428,17037,7,0,7,-111.0,11598.437,11751.306,152.8690000000006
Oak Forest Estate MHC,Device 70263767,17037,7,0,7,-107.0,95918.195,96742.594,824.3989999999903
Oak Forest Estate MHC,Device 70264880,17037,7,0,6,-106.0,2916.999,3420.628,503.62900000000036
Oak Forest Estate MHC,Device 77061747,,0,0,,,,,
Oak Forest Estate MHC,Device 77056523,17037,7,0,7,-108.0,32669.482,33254.91,585.4280000000035
Oak Forest Estate MHC,Device 77054528,17037,7,0,7,-104.0,11831.933,12048.011,216.07799999999952
Oak Forest Estate MHC,Device 77054122,17037,7,0,3,-116.0,41755.297,42440.906,685.609000000004
Oak Forest Estate MHC,Device 77058487,17037,6,0,6,-118.0,41782.25,42354.516,572.2660000000033
Oak Forest Estate MHC,Device 77053827,17037,7,0,4,-113.0,60390.328,61218.871,828.5429999999978
Oak Forest Estate MHC,Device 77058370,17037,19,0,0,-120.0,66918.555,67866.703,948.148000000001
Oak Forest Estate MHC,Device 65829718,17037,2,0,0,-127.0,0.0,0.0,0.0
Oak Forest Estate MHC,Device 77058511,17037,8,0,2,-102.0,14573.0,14604.804,31.804000000000087
Oak Forest Estate MHC,Device 77054056,17037,7,0,4,-108.0,18464.621,18867.525,402.90400000000227
